transaction_id,description,amount,category,date,month,customer_id,type,in_or_out,bank_to,bank_from,transac_prob,description_prob,priority,home_bank,customer_prob,is_fraud
121888,Credit Card Payment - American Express **** 3456,200.0,Credit Card Payment,2024-01-27,January,17699,spending,paid_out,bank_E,bank_A,0.63,0.54,3,bank_A,0.66,0
123250,Foot Locker - Athletic Footwear,50.0,Shopping,2024-01-28,January,17699,spending,paid_out,bank_A,bank_A,0.16,0.3,1,bank_A,0.66,0
123270,Online Shopping - Apparel,69.99,Online Shopping,2024-01-28,January,17699,spending,paid_out,bank_D,bank_A,0.43,0.36,1,bank_A,0.66,0
123271,Walmart Grocery,60.0,Groceries,2024-01-28,January,17699,spending,paid_out,bank_A,bank_A,0.44,0.44,1,bank_A,0.66,0
123272,Save Mart Supermarkets,45.0,Groceries,2024-01-28,January,17699,spending,paid_out,bank_E,bank_A,0.38,0.36,1,bank_A,0.66,0
123273,Fast Food - Dinner Combo,15.25,Dining Out,2024-01-28,January,17699,spending,paid_out,bank_B,bank_A,0.36,0.25,1,bank_A,0.66,0
123566,Home Improvement - Hardware Store,85.6,Home Improvement,2024-01-29,January,17699,spending,paid_out,bank_A,bank_A,0.48,0.68,2,bank_A,0.66,0
125943,Coles,55.0,Groceries,2024-01-31,January,17699,spending,paid_out,bank_D,bank_A,0.33,0.11,1,bank_A,0.66,0
125999,Home Care Supplies - Medical Equipment,110.0,Healthcare,2024-01-31,January,17699,spending,paid_out,bank_A,bank_A,0.58,0.36,2,bank_A,0.66,0
126048,Smith's Food and Drug,50.0,Groceries,2024-01-31,January,17699,spending,paid_out,bank_E,bank_A,0.2,0.4,1,bank_A,0.66,0
126049,Grocery Shopping - Supermart,56.75,Groceries,2024-01-31,January,17699,spending,paid_out,bank_C,bank_A,0.34,0.17,1,bank_A,0.66,0
126056,Grocery Store - Fresh Produce,38.45,Groceries,2024-01-31,January,17699,spending,paid_out,bank_D,bank_A,0.19,0.55,1,bank_A,0.66,0
127155,Transfer to Investment Account,450.0,Transfers,2024-02-01,February,17699,spending,paid_out,bank_B,bank_A,0.62,0.46,3,bank_A,0.66,0
127156,PacSun - Teen Fashion,45.0,Shopping,2024-02-01,February,17699,spending,paid_out,bank_D,bank_A,0.24,0.59,1,bank_A,0.66,0
127158,Utilities Payment - Water and Sewer,65.0,Utilities,2024-02-01,February,17699,spending,paid_out,bank_C,bank_A,0.42,0.54,1,bank_A,0.66,0
127492,Smart & Final,35.0,Groceries,2024-02-01,February,17699,spending,paid_out,bank_A,bank_A,0.38,0.18,1,bank_A,0.66,0
127493,Rent Payment,1200.0,Housing,2024-02-01,February,17699,spending,paid_out,bank_D,bank_A,0.52,0.56,3,bank_A,0.66,0
130084,Charitable Donation - Charity Name,50.0,Charity,2024-02-02,February,17699,spending,paid_out,bank_D,bank_A,0.3,0.62,1,bank_A,0.66,0
130086,Coffee Shop - Morning Brew,5.25,Dining Out,2024-02-02,February,17699,spending,paid_out,bank_B,bank_A,0.15,0.48,1,bank_A,0.66,0
130088,Internet Service Payment - Provider Name,70.0,Utilities,2024-02-02,February,17699,spending,paid_out,bank_C,bank_A,0.56,0.66,1,bank_A,0.66,0
131579,Phone Bill Payment - Wireless Provider,65.0,Utilities,2024-02-03,February,17699,spending,paid_out,bank_C,bank_A,0.46,0.5,1,bank_A,0.66,0
131583,Home Improvement - Home Depot,110.45,Home Improvement,2024-02-03,February,17699,spending,paid_out,bank_A,bank_A,0.53,0.31,2,bank_A,0.66,0
131584,Shaw's,40.0,Groceries,2024-02-03,February,17699,spending,paid_out,bank_C,bank_A,0.16,0.56,1,bank_A,0.66,0
